period,metric_name,metric_value,metric_note
2022-01,deployment_frequency,1.0,
2022-02,deployment_frequency,5.0,
2022-03,deployment_frequency,4.0,
2022-04,deployment_frequency,4.0,
2022-05,deployment_frequency,4.0,
2022-06,deployment_frequency,5.0,
2022-07,deployment_frequency,5.0,
2022-08,deployment_frequency,10.0,
2022-09,deployment_frequency,6.0,
2022-10,deployment_frequency,5.0,
2022-11,deployment_frequency,7.0,
2022-12,deployment_frequency,3.0,
2023-01,deployment_frequency,5.0,
2023-02,deployment_frequency,3.0,
2023-03,deployment_frequency,6.0,
2023-04,deployment_frequency,5.0,
2023-05,deployment_frequency,4.0,
2023-06,deployment_frequency,12.0,
2023-07,deployment_frequency,4.0,
2023-08,deployment_frequency,4.0,
2023-09,deployment_frequency,10.0,
2023-10,deployment_frequency,5.0,
2023-11,deployment_frequency,3.0,
2023-12,deployment_frequency,4.0,
2024-01,deployment_frequency,2.0,
2024-02,deployment_frequency,5.0,
2024-03,deployment_frequency,12.0,
2024-04,deployment_frequency,2.0,
2024-05,deployment_frequency,6.0,
2024-06,deployment_frequency,7.0,
2024-07,deployment_frequency,5.0,
2024-08,deployment_frequency,8.0,
2024-09,deployment_frequency,5.0,
2024-10,deployment_frequency,17.0,
2024-11,deployment_frequency,8.0,
2024-12,deployment_frequency,6.0,
2025-01,deployment_frequency,7.0,
2025-02,deployment_frequency,5.0,
2025-03,deployment_frequency,7.0,
2025-04,deployment_frequency,12.0,
2025-05,deployment_frequency,8.0,
2025-06,deployment_frequency,12.0,
2025-07,deployment_frequency,11.0,
2025-08,deployment_frequency,5.0,
2025-09,deployment_frequency,5.0,
2025-10,deployment_frequency,5.0,
2025-11,deployment_frequency,8.0,
2025-12,deployment_frequency,5.0,
2022-02,lead_time_days_mean,10.099995735867447,
2022-03,lead_time_days_mean,3.551671296296296,
2022-04,lead_time_days_mean,9.357056327160494,
2022-09,lead_time_days_mean,1.4279050925925925,
2022-11,lead_time_days_mean,4.466151420817369,
2023-01,lead_time_days_mean,0.7552334104938271,
2023-02,lead_time_days_mean,28.003191825048734,
2023-03,lead_time_days_mean,0.798557098765432,
2023-09,lead_time_days_mean,1.3617566872427984,
2024-12,lead_time_days_mean,1.345005787037037,
2025-01,lead_time_days_mean,31.770821458633957,
2025-11,lead_time_days_mean,26.404938271604937,
2022-02,lead_time_days_median,14.030914351851852,
2022-03,lead_time_days_median,1.1904050925925924,
2022-04,lead_time_days_median,8.066875,
2022-09,lead_time_days_median,0.16582175925925927,
2022-11,lead_time_days_median,5.030046296296296,
2023-01,lead_time_days_median,0.1465798611111111,
2023-02,lead_time_days_median,28.780833333333334,
2023-03,lead_time_days_median,0.4929513888888889,
2023-09,lead_time_days_median,0.10561342592592593,
2024-12,lead_time_days_median,1.142008101851852,
